Tipo de jornada;Secciones de la CNAE-09;Componentes del coste;Periodo;Total
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos atrasados;2013T2;19,99
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos atrasados;2013T1;22,59
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos atrasados;2012T4;24,36
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos atrasados;2012T3;25,24
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos atrasados;2012T2;18,2
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos atrasados;2012T1;16,77
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos atrasados;2011T4;18,6
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos atrasados;2011T3;21,68
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos atrasados;2011T2;23,77
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos atrasados;2011T1;19,71
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos atrasados;2010T4;14,57
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos atrasados;2010T3;11,88
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos atrasados;2010T2;15,97
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos atrasados;2010T1;12,03
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos atrasados;2009T4;22,63
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos atrasados;2009T3;10,07
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos atrasados;2009T2;9,87
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos atrasados;2009T1;10,02
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos atrasados;2008T4;23,08
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos atrasados;2008T3;26,52
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos atrasados;2008T2;19,75
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos atrasados;2008T1;39,24
Jornada a tiempo parcial;F Construcción;Coste salarial total;2026T1;1.169,89
Jornada a tiempo parcial;F Construcción;Coste salarial total;2025T4;1.293,32
Jornada a tiempo parcial;F Construcción;Coste salarial total;2025T3;1.198,26
Jornada a tiempo parcial;F Construcción;Coste salarial total;2025T2;1.217,63
Jornada a tiempo parcial;F Construcción;Coste salarial total;2025T1;1.117,9
Jornada a tiempo parcial;F Construcción;Coste salarial total;2024T4;1.187,82
Jornada a tiempo parcial;F Construcción;Coste salarial total;2024T3;1.072,16
Jornada a tiempo parcial;F Construcción;Coste salarial total;2024T2;1.197,86
Jornada a tiempo parcial;F Construcción;Coste salarial total;2024T1;1.072,48
Jornada a tiempo parcial;F Construcción;Coste salarial total;2023T4;1.232,3
Jornada a tiempo parcial;F Construcción;Coste salarial total;2023T3;1.083,54
Jornada a tiempo parcial;F Construcción;Coste salarial total;2023T2;1.226,29
Jornada a tiempo parcial;F Construcción;Coste salarial total;2023T1;1.066,46
Jornada a tiempo parcial;F Construcción;Coste salarial total;2022T4;1.201,67
Jornada a tiempo parcial;F Construcción;Coste salarial total;2022T3;1.081,49
Jornada a tiempo parcial;F Construcción;Coste salarial total;2022T2;1.141,87
Jornada a tiempo parcial;F Construcción;Coste salarial total;2022T1;944,57
Jornada a tiempo parcial;F Construcción;Coste salarial total;2021T4;1.103,08
Jornada a tiempo parcial;F Construcción;Coste salarial total;2021T3;960,55
Jornada a tiempo parcial;F Construcción;Coste salarial total;2021T2;1.011,3
Jornada a tiempo parcial;F Construcción;Coste salarial total;2021T1;892,47
Jornada a tiempo parcial;F Construcción;Coste salarial total;2020T4;1.074,89
Jornada a tiempo parcial;F Construcción;Coste salarial total;2020T3;905,69
Jornada a tiempo parcial;F Construcción;Coste salarial total;2020T2;854,86
Jornada a tiempo parcial;F Construcción;Coste salarial total;2020T1;908,61
Jornada a tiempo parcial;F Construcción;Coste salarial total;2019T4;1.038,79
Jornada a tiempo parcial;F Construcción;Coste salarial total;2019T3;919,78
Jornada a tiempo parcial;F Construcción;Coste salarial total;2019T2;956,78
Jornada a tiempo parcial;F Construcción;Coste salarial total;2019T1;871,41
Jornada a tiempo parcial;F Construcción;Coste salarial total;2018T4;981,29
Jornada a tiempo parcial;F Construcción;Coste salarial total;2018T3;861,08
Jornada a tiempo parcial;F Construcción;Coste salarial total;2018T2;891,28
Jornada a tiempo parcial;F Construcción;Coste salarial total;2018T1;812,47
Jornada a tiempo parcial;F Construcción;Coste salarial total;2017T4;934,65
Jornada a tiempo parcial;F Construcción;Coste salarial total;2017T3;837,11
Jornada a tiempo parcial;F Construcción;Coste salarial total;2017T2;883,03
Jornada a tiempo parcial;F Construcción;Coste salarial total;2017T1;783,28
Jornada a tiempo parcial;F Construcción;Coste salarial total;2016T4;869,67
Jornada a tiempo parcial;F Construcción;Coste salarial total;2016T3;807,39
Jornada a tiempo parcial;F Construcción;Coste salarial total;2016T2;857
Jornada a tiempo parcial;F Construcción;Coste salarial total;2016T1;774,93
Jornada a tiempo parcial;F Construcción;Coste salarial total;2015T4;919,14
Jornada a tiempo parcial;F Construcción;Coste salarial total;2015T3;792,52
Jornada a tiempo parcial;F Construcción;Coste salarial total;2015T2;858,93
Jornada a tiempo parcial;F Construcción;Coste salarial total;2015T1;787,93
Jornada a tiempo parcial;F Construcción;Coste salarial total;2014T4;873,47
Jornada a tiempo parcial;F Construcción;Coste salarial total;2014T3;770,68
Jornada a tiempo parcial;F Construcción;Coste salarial total;2014T2;811,91
Jornada a tiempo parcial;F Construcción;Coste salarial total;2014T1;695,34
Jornada a tiempo parcial;F Construcción;Coste salarial total;2013T4;885,79
Jornada a tiempo parcial;F Construcción;Coste salarial total;2013T3;802,75
Jornada a tiempo parcial;F Construcción;Coste salarial total;2013T2;884,25
Jornada a tiempo parcial;F Construcción;Coste salarial total;2013T1;791,15
Jornada a tiempo parcial;F Construcción;Coste salarial total;2012T4;893,5
Jornada a tiempo parcial;F Construcción;Coste salarial total;2012T3;787,91
Jornada a tiempo parcial;F Construcción;Coste salarial total;2012T2;845,28
Jornada a tiempo parcial;F Construcción;Coste salarial total;2012T1;782,46
Jornada a tiempo parcial;F Construcción;Coste salarial total;2011T4;856,05
Jornada a tiempo parcial;F Construcción;Coste salarial total;2011T3;786,15
Jornada a tiempo parcial;F Construcción;Coste salarial total;2011T2;925,65
Jornada a tiempo parcial;F Construcción;Coste salarial total;2011T1;737,48
Jornada a tiempo parcial;F Construcción;Coste salarial total;2010T4;907,61
Jornada a tiempo parcial;F Construcción;Coste salarial total;2010T3;778,79
Jornada a tiempo parcial;F Construcción;Coste salarial total;2010T2;887,68
Jornada a tiempo parcial;F Construcción;Coste salarial total;2010T1;753,58
Jornada a tiempo parcial;F Construcción;Coste salarial total;2009T4;968,58
Jornada a tiempo parcial;F Construcción;Coste salarial total;2009T3;818,21
Jornada a tiempo parcial;F Construcción;Coste salarial total;2009T2;915,07
Jornada a tiempo parcial;F Construcción;Coste salarial total;2009T1;789,77
Jornada a tiempo parcial;F Construcción;Coste salarial total;2008T4;900,22
Jornada a tiempo parcial;F Construcción;Coste salarial total;2008T3;811,97
Jornada a tiempo parcial;F Construcción;Coste salarial total;2008T2;842,59
Jornada a tiempo parcial;F Construcción;Coste salarial total;2008T1;786,77
Jornada a tiempo parcial;F Construcción;Coste salarial ordinario;2026T1;1.119,79
Jornada a tiempo parcial;F Construcción;Coste salarial ordinario;2025T4;1.130,6
Jornada a tiempo parcial;F Construcción;Coste salarial ordinario;2025T3;1.131,52
Jornada a tiempo parcial;F Construcción;Coste salarial ordinario;2025T2;1.101,39
Jornada a tiempo parcial;F Construcción;Coste salarial ordinario;2025T1;1.098,58
Jornada a tiempo parcial;F Construcción;Coste salarial ordinario;2024T4;1.021,18
Jornada a tiempo parcial;F Construcción;Coste salarial ordinario;2024T3;1.023,36
Jornada a tiempo parcial;F Construcción;Coste salarial ordinario;2024T2;1.046,59
Jornada a tiempo parcial;F Construcción;Coste salarial ordinario;2024T1;1.037,74
Jornada a tiempo parcial;F Construcción;Coste salarial ordinario;2023T4;1.054,32
Jornada a tiempo parcial;F Construcción;Coste salarial ordinario;2023T3;1.048,35
Jornada a tiempo parcial;F Construcción;Coste salarial ordinario;2023T2;1.080,13
Jornada a tiempo parcial;F Construcción;Coste salarial ordinario;2023T1;1.030,1
Jornada a tiempo parcial;F Construcción;Coste salarial ordinario;2022T4;1.011,6
Jornada a tiempo parcial;F Construcción;Coste salarial ordinario;2022T3;1.036,5
Jornada a tiempo parcial;F Construcción;Coste salarial ordinario;2022T2;1.005,4
Jornada a tiempo parcial;F Construcción;Coste salarial ordinario;2022T1;919,76
Jornada a tiempo parcial;F Construcción;Coste salarial ordinario;2021T4;924,84
Jornada a tiempo parcial;F Construcción;Coste salarial ordinario;2021T3;925,23
Jornada a tiempo parcial;F Construcción;Coste salarial ordinario;2021T2;901,96
Jornada a tiempo parcial;F Construcción;Coste salarial ordinario;2021T1;868,73
Jornada a tiempo parcial;F Construcción;Coste salarial ordinario;2020T4;888,01
Jornada a tiempo parcial;F Construcción;Coste salarial ordinario;2020T3;865,25
Jornada a tiempo parcial;F Construcción;Coste salarial ordinario;2020T2;716,49
Jornada a tiempo parcial;F Construcción;Coste salarial ordinario;2020T1;868,11
Jornada a tiempo parcial;F Construcción;Coste salarial ordinario;2019T4;877,85
Jornada a tiempo parcial;F Construcción;Coste salarial ordinario;2019T3;868,07
Jornada a tiempo parcial;F Construcción;Coste salarial ordinario;2019T2;835,73
Jornada a tiempo parcial;F Construcción;Coste salarial ordinario;2019T1;853,18
Jornada a tiempo parcial;F Construcción;Coste salarial ordinario;2018T4;822,07
Jornada a tiempo parcial;F Construcción;Coste salarial ordinario;2018T3;821,51
Jornada a tiempo parcial;F Construcción;Coste salarial ordinario;2018T2;795,2
Jornada a tiempo parcial;F Construcción;Coste salarial ordinario;2018T1;785,5
Jornada a tiempo parcial;F Construcción;Coste salarial ordinario;2017T4;779,31
Jornada a tiempo parcial;F Construcción;Coste salarial ordinario;2017T3;782,35
Jornada a tiempo parcial;F Construcción;Coste salarial ordinario;2017T2;758,76
Jornada a tiempo parcial;F Construcción;Coste salarial ordinario;2017T1;761,63
Jornada a tiempo parcial;F Construcción;Coste salarial ordinario;2016T4;736,36
Jornada a tiempo parcial;F Construcción;Coste salarial ordinario;2016T3;758,01
Jornada a tiempo parcial;F Construcción;Coste salarial ordinario;2016T2;745,39
Jornada a tiempo parcial;F Construcción;Coste salarial ordinario;2016T1;743,63
Jornada a tiempo parcial;F Construcción;Coste salarial ordinario;2015T4;744,33
